subject_id,rt,time_elapsed,prolific_id,cb,study_id,session_id,prob0,prob1,prob2,prob3,scenario,A,B,E,S,answer,comments,rowtype,trialtype
u3um9edxsh,60708.700000047684,395725,66295e015fdaa405a56cdfdf,0,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,10%,50%,80%,50%,job,0,1,0,0,,,stim,c2
u3um9edxsh,59586.700000047684,487131,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The candidate did not have skill A,,ans,c2
u3um9edxsh,37963,577537,66295e015fdaa405a56cdfdf,1,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,50%,80%,50%,10%,cook,1,1,1,1,,,stim,d7
u3um9edxsh,62771.40000009537,655021,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The chef completed the main dish,,ans,d7
u3um9edxsh,22992.5,711571,66295e015fdaa405a56cdfdf,1,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,50%,80%,50%,10%,cook,0,0,0,1,,,stim,d1
u3um9edxsh,54339.200000047684,792248,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The chef did not complete the dessert,,ans,d1
u3um9edxsh,3950.5,815108,66295e015fdaa405a56cdfdf,0,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,50%,10%,50%,80%,cook,1,1,1,0,,,stim,c5
u3um9edxsh,25835,862789,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The chef completed the dessert,,ans,c5
u3um9edxsh,19119,886359,66295e015fdaa405a56cdfdf,0,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,50%,10%,50%,80%,job,1,0,1,1,,,stim,d5
u3um9edxsh,26728.899999976158,930509,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The candidate did not have skill B,,ans,d5
u3um9edxsh,18955,960970,66295e015fdaa405a56cdfdf,1,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,80%,50%,10%,70%,job,1,1,0,0,,,stim,c4
u3um9edxsh,81518.89999997616,1073813,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The candidate did not demonstrate skill A,,ans,c4
u3um9edxsh,15062.800000071526,1092218,66295e015fdaa405a56cdfdf,0,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,50%,10%,50%,80%,cook,0,1,0,1,,,stim,d2
u3um9edxsh,18357.399999976158,1144547,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The main dish did not impress the panel,,ans,d2
u3um9edxsh,20910.799999952316,1180633,66295e015fdaa405a56cdfdf,1,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,80%,50%,10%,50%,group,1,1,0,1,,,stim,d6
u3um9edxsh,36592.89999997616,1240635,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The postdoc did not talk about the paper,,ans,d6
u3um9edxsh,14747,1261783,66295e015fdaa405a56cdfdf,1,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,50%,80%,50%,10%,job,1,0,0,1,,,stim,d4
u3um9edxsh,23494.700000047684,1308203,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The candidate did not have skill B,,ans,d4
u3um9edxsh,15220.899999976158,1329923,66295e015fdaa405a56cdfdf,1,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,80%,50%,10%,50%,job,1,0,0,0,,,stim,c3
u3um9edxsh,9233,1350451,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The candidate had skill B,,ans,c3
u3um9edxsh,16937,1372193,66295e015fdaa405a56cdfdf,0,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,10%,50%,80%,50%,group,0,0,0,0,,,stim,c1
u3um9edxsh,22103.100000023842,1412229,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The lecturer did not attend,,ans,c1
u3um9edxsh,19217,1436605,66295e015fdaa405a56cdfdf,0,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,50%,10%,50%,80%,cook,0,1,1,1,,,stim,d3
u3um9edxsh,10407.300000071526,1470001,66295e015fdaa405a56cdfdf,,668582e30cf76773d7ac09c4,66859049e8c8c168a2e64280,,,,,,,,,,The dessert impressed the panel,,ans,d3
